"Season","DayNum","TeamID","OTeamID","Score","OScore","Loc","NumOT","FGM","FGA","FGperc","eFGperc","TrueShot","PPP","FGM2","FGA2","FG2perc","FG2Freq","FGM3","FGA3","FG3perc","FG3Freq","FTM","FTA","FTperc","FTFreq","FTrate","OR","DR","Rebperc","OffRebperc","Ast","AstRatio","TO","AstTO","TOperc","Stl","STLperc","Blk","Blkperc","PF","PFperc","Pace","Poss","Off_rating","Def_rating","Net_rating","OFGM","OFGA","OFGperc","OeFGperc","OTrueShot","OPPP","OFGM2","OFGA2","OFG2perc","OFG2Freq","OFGM3","OFGA3","OFG3perc","OFG3Freq","OFTM","OFTA","OFTperc","OFTFreq","OFTrate","O_OR","ODR","ORebperc","O_OffRebperc","OAst","OAstRatio","OTO","OAstTO","OTOperc","OStl","OSTLperc","OBlk","OBlkperc","OPF","OPFperc","OPoss","O_Off_rating","ODef_rating","ONet_rating","OTop_seeded_teams","Winner","TeamName"
2019,43,1181,1343,101,50,"H",0,35,67,52.24,59.7,64.74,134.89,25,41,60.98,61.19,10,26,38.46,38.81,21,25,84,33.39,37.31,15,35,66.67,46.88,23,65.71,11,209.09,14.69,12,16.03,14,22.95,10,16.39,149.725,74.875,134.89,66.8,68.09,18,61,29.51,36.89,39.28,66.8,9,28,32.14,45.9,9,33,27.27,54.1,5,6,83.33,8.02,9.84,8,17,33.33,18.6,13,72.22,19,68.42,25.38,9,12.02,0,0,16,23.88,74.85,66.8,134.89,-68.09,0,1,"Duke"
2019,45,1181,1403,69,58,"N",0,23,60,38.33,40.83,48.59,84.27,20,40,50,66.67,3,20,15,33.33,20,25,80,30.53,41.67,9,26,51.47,24.32,11,47.83,19,57.89,23.21,15,18.48,7,12.28,17,29.82,163.05,81.875,84.27,71.45,12.82,22,57,38.6,42.98,46.24,71.45,17,41,41.46,71.93,5,16,31.25,28.07,9,13,69.23,16.01,22.81,6,27,48.53,17.14,9,40.91,24,37.5,29.57,6,7.33,3,5,18,30,81.175,71.45,84.27,-12.82,1,1,"Duke"
2019,61,1181,1155,87,68,"H",0,32,67,47.76,52.99,57.06,113.02,25,44,56.82,65.67,7,23,30.43,34.33,16,21,76.19,27.28,31.34,12,28,52.63,34.29,16,50,12,133.33,15.59,13,16.52,6,9.52,15,23.81,155.675,76.975,113.02,86.4,26.62,27,63,42.86,47.62,49.79,86.4,21,48,43.75,76.19,6,15,40,23.81,8,12,66.67,15.25,19.05,9,27,47.37,25,14,51.85,19,73.68,24.14,6,7.79,2,2.99,16,23.88,78.7,86.4,113.02,-26.62,0,1,"Duke"
2019,64,1181,1448,87,65,"A",0,36,62,58.06,63.71,63.01,118.21,29,39,74.36,62.9,7,23,30.43,37.1,8,16,50,21.74,25.81,13,29,53.16,50,24,66.67,17,141.18,23.1,7,9.3,13,20,22,33.85,148.9,73.6,118.21,86.32,31.89,22,65,33.85,36.92,42.03,86.32,18,47,38.3,72.31,4,18,22.22,27.69,17,28,60.71,37.18,43.08,19,18,46.84,44.19,6,27.27,16,37.5,21.25,5,6.79,0,0,16,25.81,75.3,86.32,118.21,-31.89,0,1,"Duke"
2019,68,1181,1199,80,78,"A",0,30,65,46.15,54.62,55.87,112.48,19,41,46.34,63.08,11,24,45.83,36.92,9,15,60,21.09,23.08,15,19,46.58,42.86,14,46.67,14,100,19.68,7,9.54,3,4.84,15,24.19,144.525,71.125,112.48,106.27,6.21000000000001,25,62,40.32,46.77,53.75,106.27,17,37,45.95,59.68,8,25,32,40.32,20,24,83.33,32.7,38.71,17,22,53.42,45.95,16,64,17,94.12,23.16,8,11.25,7,10.77,14,21.54,73.4,106.27,112.48,-6.21000000000001,1,1,"Duke"
2019,70,1181,1393,91,95,"H",0,31,80,38.75,44.38,49.52,100.19,22,37,59.46,46.25,9,43,20.93,53.75,20,27,74.07,29.73,33.75,14,34,48.48,28.57,21,67.74,12,175,13.21,8,8.79,12,15,20,25,181.85,90.825,100.19,104.37,-4.18000000000001,35,80,43.75,50.62,53.76,104.37,24,55,43.64,68.75,11,25,44,31.25,14,19,73.68,20.87,23.75,13,38,51.52,28.89,13,37.14,15,86.67,16.48,3,3.3,5,6.25,20,25,91.025,104.37,100.19,4.18000000000001,1,0,"Duke"
2019,75,1181,1438,72,70,"H",0,26,51,50.98,52.94,55.69,112.99,24,37,64.86,72.55,2,14,14.29,27.45,18,31,58.06,48.65,60.78,10,22,51.61,40,6,23.08,8,75,12.55,5,8.05,1,1.89,18,33.96,125.8,63.725,112.99,112.77,0.219999999999999,28,53,52.83,55.66,57.87,112.77,25,36,69.44,67.92,3,17,17.65,32.08,11,17,64.71,27.39,32.08,7,23,48.39,28,8,28.57,8,100,12.89,4,6.28,4,7.84,20,39.22,62.075,112.77,112.99,-0.219999999999999,1,1,"Duke"
2019,78,1181,1338,79,64,"A",0,28,65,43.08,48.46,53.52,110.49,21,42,50,64.62,7,23,30.43,35.38,16,20,80,27.97,30.77,16,23,53.42,43.24,15,53.57,13,115.38,18.18,9,13.74,7,13.21,17,32.08,137,71.5,110.49,97.71,12.78,22,53,41.51,44.34,51.78,97.71,19,38,50,71.7,3,15,20,28.3,17,20,85,30.53,37.74,11,23,46.58,35.48,6,27.27,14,42.86,21.37,5,6.99,3,4.62,18,27.69,65.5,97.71,110.49,-12.78,0,1,"Duke"
2019,82,1181,1210,66,53,"H",0,24,58,41.38,43.1,49.73,95.62,22,37,59.46,63.79,2,21,9.52,36.21,16,19,84.21,27.53,32.76,11,27,52.78,32.35,14,58.33,13,107.69,18.83,13,18.61,7,12.07,13,22.41,138.875,69.025,95.62,75.88,19.74,24,58,41.38,43.97,43.7,75.88,21,48,43.75,82.76,3,10,30,17.24,2,6,33.33,8.59,10.34,10,24,47.22,29.41,11,45.83,19,57.89,27.2,10,14.49,3,5.17,17,29.31,69.85,75.88,95.62,-19.74,0,1,"Duke"
2019,84,1181,1323,83,61,"A",0,32,59,54.24,62.71,62.84,132.59,22,40,55,67.8,10,19,52.63,32.2,9,16,56.25,25.56,27.12,13,26,52,48.15,13,40.62,9,144.44,14.38,8,13.06,6,9.09,15,22.73,123.875,62.6,132.59,99.55,33.04,23,66,34.85,40.91,43.6,99.55,15,42,35.71,63.64,8,24,33.33,36.36,7,9,77.78,14.69,13.64,18,18,48,41.86,9,39.13,9,100,14.69,7,11.18,3,5.08,14,23.73,61.275,99.55,132.59,-33.04,0,1,"Duke"
2019,89,1181,1385,91,61,"H",0,35,63,55.56,61.11,62.23,118.3,28,37,75.68,58.73,7,26,26.92,41.27,14,23,60.87,29.9,36.51,15,33,61.54,53.57,15,42.86,18,83.33,23.4,12,15.65,6,8.82,13,19.12,153.625,76.925,118.3,79.53,38.77,23,68,33.82,37.5,41.62,79.53,18,42,42.86,61.76,5,26,19.23,38.24,10,12,83.33,15.65,17.65,12,18,38.46,26.67,12,52.17,15,80,19.56,10,13,1,1.59,17,26.98,76.7,79.53,118.3,-38.77,1,1,"Duke"
2019,92,1181,1130,80,55,"H",0,29,65,44.62,50,53.56,116.87,22,41,53.66,63.08,7,24,29.17,36.92,15,22,68.18,32.14,33.85,14,29,57.33,38.89,14,48.28,7,200,10.23,9,13,9,16.07,13,23.21,137.675,68.45,116.87,79.45,37.42,20,56,35.71,41.07,45.2,79.45,14,39,35.9,69.64,6,17,35.29,30.36,9,11,81.82,15.89,19.64,6,26,42.67,16.67,9,45,14,64.29,20.22,1,1.46,0,0,15,23.08,69.225,79.45,116.87,-37.42,0,1,"Duke"
2019,96,1181,1438,81,71,"A",0,26,45,57.78,72.22,73.48,128.72,13,24,54.17,53.33,13,21,61.9,46.67,16,23,69.57,36.55,51.11,8,17,47.17,42.11,18,69.23,15,120,23.84,12,18.95,5,8.33,9,15,126.25,62.925,128.72,112.12,16.6,28,60,46.67,55,56.28,112.12,18,36,50,60,10,24,41.67,40,5,7,71.43,11.05,11.67,14,14,52.83,43.75,15,53.57,14,107.14,22.11,8,12.71,5,11.11,17,37.78,63.325,112.12,128.72,-16.6,1,1,"Duke"
2019,99,1181,1257,71,69,"A",0,23,63,36.51,42.06,48.26,95.43,16,35,45.71,55.56,7,28,25,44.44,18,24,75,32.26,38.1,11,28,48.75,27.5,10,43.48,11,90.91,14.78,12,16.4,2,3.33,17,28.33,147.575,74.4,95.43,94.29,1.14,25,60,41.67,49.17,52.5,94.29,16,33,48.48,55,9,27,33.33,45,10,13,76.92,17.77,21.67,10,31,51.25,28.57,17,68,17,100,23.23,6,8.06,3,4.76,17,26.98,73.175,94.29,95.43,-1.14,1,1,"Duke"
2019,103,1181,1301,94,78,"H",0,35,66,53.03,55.3,60.01,121.6,32,50,64,75.76,3,16,18.75,24.24,21,28,75,36.22,42.42,14,30,62.86,45.16,21,60,12,175,15.52,9,11.51,7,10.61,16,24.24,155.525,77.3,121.6,99.71,21.89,33,66,50,54.55,55.05,99.71,27,47,57.45,71.21,6,19,31.58,28.79,6,11,54.55,14.06,16.67,5,21,37.14,15.15,16,48.48,12,133.33,15.34,8,10.35,3,4.55,19,28.79,78.225,99.71,121.6,-21.89,0,1,"Duke"
2019,107,1181,1314,72,88,"H",0,25,72,34.72,40.28,44.8,81.79,17,33,51.52,45.83,8,39,20.51,54.17,14,19,73.68,21.58,26.39,13,28,47.13,27.66,9,36,20,45,22.72,11,12.55,8,10.67,17,22.67,175.675,88.025,81.79,100.4,-18.61,38,75,50.67,52,54.21,100.4,36,55,65.45,73.33,2,20,10,26.67,10,14,71.43,15.97,18.67,10,36,52.87,27.03,20,52.63,16,125,18.25,10,11.36,2,2.78,15,20.83,87.65,100.4,81.79,18.61,1,0,"Duke"
2019,110,1181,1393,75,65,"A",0,26,59,44.07,51.69,56.78,114.33,17,30,56.67,50.85,9,29,31.03,49.15,14,16,87.5,24.39,27.12,14,30,52.38,42.42,16,61.54,13,123.08,19.82,2,2.98,6,8.57,16,22.86,132.625,65.6,114.33,96.98,17.35,24,70,34.29,37.86,41.48,96.98,19,47,40.43,67.14,5,23,21.74,32.86,12,19,63.16,28.35,27.14,19,21,47.62,41.3,12,50,7,171.43,10.44,9,13.72,5,8.47,16,27.12,67.025,96.98,114.33,-17.35,1,1,"Duke"
2019,113,1181,1439,72,77,"A",0,25,50,50,57,61.69,112.46,18,29,62.07,58,7,21,33.33,42,15,19,78.95,29.68,38,7,22,50.88,28,11,44,12,91.67,18.74,1,1.59,4,8,20,40,126.8,64.025,112.46,122.66,-10.2,23,50,46,54,61.34,122.66,15,24,62.5,48,8,26,30.77,52,23,29,79.31,46.2,58,7,21,49.12,25.93,12,52.17,6,200,9.56,6,9.37,1,2,15,30,62.775,122.66,112.46,10.2,1,0,"Duke"
2019,117,1181,1274,87,57,"H",0,36,63,57.14,61.9,62.9,118.13,30,46,65.22,73.02,6,17,35.29,26.98,9,14,64.29,19.01,22.22,12,33,60.81,44.44,18,50,16,112.5,21.72,10,13.57,4,6.35,14,22.22,147.35,73.65,118.13,77.34,40.79,22,63,34.92,39.68,41.74,77.34,16,39,41.03,61.9,6,24,25,38.1,7,12,58.33,16.28,19.05,11,18,39.19,26.83,11,50,16,68.75,21.71,11,14.94,3,4.76,16,25.4,73.7,77.34,118.13,-40.79,0,1,"Duke"
2019,120,1181,1448,71,70,"H",0,24,58,41.38,47.41,51.12,94.23,17,36,47.22,62.07,7,22,31.82,37.93,16,26,61.54,34.51,44.83,10,33,51.19,29.41,10,41.67,15,66.67,19.91,3,4.02,7,9.86,14,19.72,150.05,75.35,94.23,93.71,0.52000000000001,28,71,39.44,44.37,45.88,93.71,21,48,43.75,67.61,7,23,30.43,32.39,7,12,58.33,16.06,16.9,11,30,48.81,25.58,8,28.57,9,88.89,12.05,3,3.98,1,1.72,22,37.93,74.7,93.71,94.23,-0.52000000000001,0,1,"Duke"
2019,124,1181,1314,70,79,"A",0,25,73,34.25,39.73,43.49,90.82,17,41,41.46,56.16,8,32,25,43.84,12,17,70.59,22.06,23.29,16,32,50,33.33,15,60,12,125,15.57,5,6.56,7,9.46,12,16.22,153.25,77.075,90.82,103.71,-12.89,30,74,40.54,48.65,49.55,103.71,18,43,41.86,58.11,12,31,38.71,41.89,7,13,53.85,17.07,17.57,14,34,50,31.82,16,53.33,10,160,13.13,5,6.49,8,10.96,14,19.18,76.175,103.71,90.82,12.89,1,0,"Duke"
2019,129,1181,1393,84,72,"N",0,29,54,53.7,60.19,63.33,116.18,22,31,70.97,57.41,7,23,30.43,42.59,19,28,67.86,38.73,51.85,13,25,58.46,52,16,55.17,18,88.89,24.9,14,19.87,4,7.69,17,32.69,142.75,72.3,116.18,102.2,13.98,25,52,48.08,56.73,58.37,102.2,16,31,51.61,59.62,9,21,42.86,40.38,13,22,59.09,31.23,42.31,9,18,41.54,33.33,7,28,17,41.18,24.13,8,11.07,3,5.56,22,40.74,70.45,102.2,116.18,-13.98,1,1,"Duke"
2019,130,1181,1314,74,73,"N",0,31,65,47.69,51.54,52.32,101.13,26,45,57.78,69.23,5,20,25,30.77,7,13,53.85,17.77,20,10,29,46.99,29.41,15,48.39,12,125,16.4,6,8.32,6,8.22,16,21.92,145.3,73.175,101.13,101.21,-0.0799999999999983,29,73,39.73,42.47,45.85,101.21,25,47,53.19,64.38,4,26,15.38,35.62,11,15,73.33,20.8,20.55,16,28,53.01,36.36,13,44.83,8,162.5,11.09,5,6.83,0,0,15,23.08,72.125,101.21,101.13,0.0799999999999983,1,1,"Duke"
2019,131,1181,1199,73,63,"N",0,27,55,49.09,50.91,56.82,107.39,25,41,60.98,74.55,2,14,14.29,25.45,17,21,80.95,30.89,38.18,10,29,54.17,35.71,11,40.74,13,84.62,19.12,8,11.33,6,9.52,17,26.98,138.575,67.975,107.39,89.24,18.15,20,63,31.75,38.1,44.97,89.24,12,43,27.91,68.25,8,20,40,31.75,15,16,93.75,22.66,25.4,12,21,45.83,27.91,8,40,12,66.67,17,5,7.36,5,9.09,16,29.09,70.6,89.24,107.39,-18.15,1,1,"Duke"
2019,1,1277,1242,87,92,"N",0,26,59,44.07,54.24,58.47,100.43,14,36,38.89,61.02,12,23,52.17,38.98,23,35,65.71,40.4,59.32,7,33,48.78,21.21,19,73.08,18,105.56,20.78,5,6.05,7,10.14,25,36.23,169.3,86.625,100.43,111.28,-10.85,31,69,44.93,52.17,55.08,111.28,21,46,45.65,66.67,10,23,43.48,33.33,20,33,60.61,39.92,47.83,13,29,51.22,34.21,21,67.74,11,190.91,13.31,10,11.54,7,11.86,28,47.46,82.675,111.28,100.43,10.85,1,0,"Michigan St"
2019,6,1277,1195,106,82,"H",0,41,77,53.25,58.44,60.84,126.3,33,54,61.11,70.13,8,23,34.78,29.87,16,23,69.57,27.41,29.87,20,29,66.22,55.56,33,80.49,16,206.25,19.06,10,12.22,6,9.68,22,35.48,165.75,83.925,126.3,100.21,26.09,28,62,45.16,51.61,55.5,100.21,20,43,46.51,69.35,8,19,42.11,30.65,18,27,66.67,33,43.55,7,18,33.78,20.59,22,78.57,14,157.14,17.11,10,11.92,3,3.9,17,22.08,81.825,100.21,126.3,-26.09,0,1,"Michigan St"
2019,9,1277,1419,80,59,"H",0,28,70,40,44.29,50.2,110.42,22,41,53.66,58.57,6,29,20.69,41.43,18,22,81.82,30.37,31.43,15,36,57.95,35.71,13,46.43,7,185.71,9.66,7,9.74,7,11.86,18,30.51,144.325,72.45,110.42,82.09,28.33,18,59,30.51,34.75,42.14,82.09,13,40,32.5,67.8,5,19,26.32,32.2,18,25,72,34.78,42.37,8,29,42.05,19.51,6,33.33,9,66.67,12.52,5,6.9,0,0,19,27.14,71.875,82.09,110.42,-28.33,0,1,"Michigan St"
2019,13,1277,1399,101,33,"H",0,37,67,55.22,65.67,67.41,145.22,23,34,67.65,50.75,14,33,42.42,49.25,13,18,72.22,25.88,26.87,14,33,63.51,46.67,25,67.57,8,312.5,11.5,8,11.89,5,9.8,12,23.53,136.825,69.55,145.22,49.05,96.17,15,51,29.41,30.39,30.02,49.05,14,41,34.15,80.39,1,10,10,19.61,2,9,22.22,13.38,17.65,7,20,36.49,19.44,8,53.33,19,42.11,28.24,6,8.63,2,2.99,22,32.84,67.275,49.05,145.22,-96.17,0,1,"Michigan St"
2019,17,1277,1417,87,67,"N",0,32,62,51.61,62.1,62.21,116.7,19,38,50,61.29,13,24,54.17,38.71,10,18,55.56,24.14,29.03,8,29,52.86,26.67,20,62.5,12,166.67,16.1,1,1.36,5,8.47,23,38.98,147.85,74.55,116.7,91.41,25.29,21,59,35.59,39.83,46.97,91.41,16,42,38.1,71.19,5,17,29.41,28.81,20,28,71.43,38.2,47.46,9,24,47.14,23.68,8,38.1,10,80,13.64,5,6.71,6,9.68,21,33.87,73.3,91.41,116.7,-25.29,0,1,"Michigan St"
2019,18,1277,1400,78,68,"N",0,26,51,50.98,62.75,66.19,110.56,14,31,45.16,60.78,12,20,60,39.22,14,18,77.78,25.51,35.29,13,29,64.62,52,17,65.38,24,70.83,34.02,4,5.48,3,4.69,18,28.12,143.575,70.55,110.56,93.12,17.44,22,64,34.38,41.41,46.99,93.12,13,30,43.33,46.88,9,34,26.47,53.12,15,19,78.95,26.02,29.69,10,13,35.38,23.81,11,50,10,110,13.69,12,17.01,6,11.76,19,37.25,73.025,93.12,110.56,-17.44,0,1,"Michigan St"
2019,22,1277,1257,78,82,"A",0,28,59,47.46,54.24,56.42,102.73,20,39,51.28,66.1,8,20,40,33.9,14,23,60.87,30.29,38.98,11,36,61.04,35.48,14,50,17,82.35,22.39,5,6.37,3,5.66,29,54.72,154.4,75.925,102.73,104.49,-1.75999999999999,21,53,39.62,49.06,57.71,104.49,11,24,45.83,45.28,10,29,34.48,54.72,30,41,73.17,52.25,77.36,4,26,38.96,12.5,9,42.86,10,90,12.74,6,7.9,4,6.78,21,35.59,78.475,104.49,102.73,1.75999999999999,1,0,"Michigan St"
2019,25,1277,1353,78,67,"A",0,27,58,46.55,50.86,56.52,122.11,22,42,52.38,72.41,5,16,31.25,27.59,19,25,76,39.14,43.1,13,27,52.63,41.94,11,40.74,7,157.14,10.96,5,7.74,3,4.62,16,24.62,128.475,63.875,122.11,103.72,18.39,24,65,36.92,43.08,46.5,103.72,16,39,41.03,60,8,26,30.77,40,11,16,68.75,24.77,24.62,15,21,47.37,36.59,6,25,7,85.71,10.84,3,4.7,2,3.45,19,32.76,64.6,103.72,122.11,-18.39,0,1,"Michigan St"
2019,28,1277,1234,90,68,"H",0,31,60,51.67,54.17,60.75,133.93,28,48,58.33,80,3,12,25,20,25,32,78.12,47.62,53.33,16,28,54.32,55.17,28,90.32,8,350,11.9,7,10.26,6,9.38,25,39.06,135.45,67.2,133.93,99.63,34.3,21,64,32.81,37.5,44.04,99.63,15,42,35.71,65.62,6,22,27.27,34.38,20,30,66.67,43.96,46.88,21,16,45.68,48.84,13,61.9,11,118.18,16.12,7,10.42,3,5,23,38.33,68.25,99.63,133.93,-34.3,1,1,"Michigan St"
2019,33,1277,1196,63,59,"A",0,26,51,50.98,54.9,57.78,103.62,22,36,61.11,70.59,4,15,26.67,29.41,7,8,87.5,13.16,15.69,9,27,52.17,36,14,53.85,15,93.33,24.67,5,8.1,3,4.76,11,17.46,122.5,60.8,103.62,95.62,8,23,63,36.51,41.27,43.2,95.62,17,39,43.59,61.9,6,24,25,38.1,7,12,58.33,19.45,19.05,16,17,47.83,40,7,30.43,9,77.78,14.59,7,11.51,3,5.88,12,23.53,61.7,95.62,103.62,-8,1,1,"Michigan St"
2019,41,1277,1453,104,83,"H",0,38,75,50.67,58,60.16,120.44,27,47,57.45,62.67,11,28,39.29,37.33,17,26,65.38,30.11,34.67,15,41,62.22,40.54,31,81.58,14,221.43,16.21,7,8.32,12,16.22,20,27.03,170.475,86.35,120.44,98.66,21.78,30,74,40.54,48.65,51.49,98.66,18,47,38.3,63.51,12,27,44.44,36.49,11,15,73.33,17.83,20.27,6,28,37.78,13.64,18,60,9,200,10.7,6,6.95,4,5.33,22,29.33,84.125,98.66,120.44,-21.78,0,1,"Michigan St"
2019,46,1277,1324,99,69,"H",0,38,65,58.46,68.46,70.43,140.03,25,35,71.43,53.85,13,30,43.33,46.15,10,12,83.33,16.97,18.46,7,30,53.62,25.93,27,71.05,7,385.71,9.9,7,9.89,6,9.23,14,21.54,141.5,70.7,140.03,97.46,42.57,26,65,40,50,50.35,97.46,13,42,30.95,64.62,13,23,56.52,35.38,4,8,50,11.3,12.31,11,21,46.38,28.21,11,42.31,13,84.62,18.36,4,5.66,1,1.54,18,27.69,70.8,97.46,140.03,-42.57,0,1,"Michigan St"
2019,54,1277,1296,88,60,"H",0,29,57,50.88,63.16,65.55,120.67,15,28,53.57,49.12,14,29,48.28,50.88,16,23,69.57,31.54,40.35,9,37,54.76,32.14,25,86.21,14,178.57,19.2,2,2.75,7,9.33,13,17.33,145.725,72.925,120.67,82.42,38.25,25,75,33.33,37.33,38.21,82.42,19,52,36.54,69.33,6,23,26.09,30.67,4,8,50,10.99,10.67,15,23,45.24,30,8,32,9,88.89,12.36,3,4.11,0,0,20,35.09,72.8,82.42,120.67,-38.25,0,1,"Michigan St"
